2933,3182
3083,2399
2622,2067
2800,1712
2832,3218
3079,1652
2529,3313
2408,917
2641,3092
2515,2550
3032,540
2754,2766
2306,1515
2354,510
2473,2875
2473,2147
2274,3369
2747,532
2254,3171
2482,985
