-0.0799459,-0.33322,0
-0.0916682,-0.441695,0
-0.100685,-0.116271,0
-0.126835,-0.373898,0
-0.143066,-0.184068,0
-0.139459,-0.390847,0
-0.088963,-0.234915,0
-0.082651,-0.404407,0
-0.109702,-0.231525,0
-0.0727322,-0.292542,0
-0.109702,-0.150169,0
-0.0727322,-0.407797,0
-0.0736339,-0.438305,0
-0.139459,-0.153559,0
-0.154788,-0.228136,0
-0.076339,-0.245085,0
-0.0736339,-0.438305,0
-0.0745356,-0.380678,0
-0.139459,-0.431525,0
-0.109702,-0.207797,0
-0.127737,-0.167119,0
-0.0736339,-0.394237,0
-0.209793,-0.119661,0
-0.109702,-0.238305,0
-0.0754373,-0.190847,0
-0.15569,-0.272203,0
-0.0916682,-0.275593,0
-0.088963,-0.268814,0
-0.100685,-0.421356,0
-0.101587,-0.234915,0
-0.127737,-0.377288,0
-0.140361,-0.326441,0
-0.0700271,-0.14678,0
-0.0799459,-0.197627,0
-0.209793,-0.258644,0
-0.0916682,-0.112881,0
-0.0718305,-0.167119,0
-0.0916682,-0.204407,0
-0.0736339,-0.404407,0
-0.0745356,-0.204407,0
-0.127737,-0.180678,0
-0.144869,-0.34,0
-0.136754,-0.329831,0
-0.0916682,-0.167119,0
-0.0736339,-0.272203,0
-0.106997,-0.272203,0
-0.157493,-0.34678,0
-0.0745356,-0.309492,0
-0.125933,-0.323051,0
0.0706402,0.541356,1
0.0805591,0.26,1
0.0976916,0.429492,1
0.101298,-0.0857627,1
0.113922,0.487119,1
0.116628,0.154915,1
0.131957,0.0905085,1
0.13917,0.192203,1
0.151794,0.493898,1
0.160812,0.246441,1
-0.0186294,0.0905085,1
-0.00149684,0.541356,1
0.63872,0.548136,1
0.338449,0.537966,1
-0.0619116,0.476949,1
0.790207,0.537966,1
-0.010514,0.500678,1
0.338449,-0.0654237,1
-0.0465825,0.249831,1
-0.0204328,0.527797,1
-0.0555996,0.558305,1
-0.00871055,0.473559,1
0.00752029,0.402373,1
0.0183408,0.137966,1
0.0435888,-0.0349153,1
0.161713,0.0871186,1
0.0616231,0.212542,1
0.639621,0.236271,1
-0.0628133,-0.0586441,1
0.00752029,0.354915,1
-0.0285482,0.100678,1
-0.0583048,0.188814,1
-0.0555996,0.321017,1
0.0796573,-0.0620339,1
0.0985933,0.0294915,1
-0.0204328,-0.109492,1
-0.0501894,0.531186,1
-0.0384671,0.107458,1
-0.0375654,-0.0891525,1
-0.00780884,0.541356,1
-0.0132191,0.402373,1
0.500757,0.226102,1
0.719874,0.198983,1
-0.0285482,0.443051,1
0.418702,0.439661,1
-0.0186294,0.415932,1
-0.010514,-0.0925424,1
-0.0204328,-0.106102,1
-0.0483859,0.432881,1
-0.0411722,0.415932,1
0.00211001,0.148136,1
