Unixtimestamp;Open;High;Low;Close;Volume;Adjusted Close
1316044800;91.5108728063;94.9083728063;91215;93.8013793988;2920590;93.8013793988
1315958400;87.181875;90.70875;87.1188738975;90.5141271938;3010860;90.5141271938
1315872000;87.5339978063;88.1651238975;84.4346228063;88.1347521938;2978111.25;88.1347521938
1315785600;87.3303771938;87.6026238975;85.4144988975;85.9578771938;3412541.25;85.9578771938
1315526400;92.5357543988;93.1083728063;88.9110021938;88.9897521938;2319930;88.9897521938
1315440000;91.8596228063;93.9060021938;91.6751238975;93.1252478063;1956566.25;93.1252478063
1315353600;91.5119988975;91.8697521938;90.43875;91.7617511025;2189486.25;91.7617511025
1315267200;90.2497521938;91.6391271938;88.4958728063;89.2844988975;2882598.75;89.2844988975
1315180800;93.3997521938;93.4222521938;90.6344988975;90.748125;2173050;90.748125
1314921600;97.3473706013;97.374375;94.5933728063;95.214375;1896705;95.214375
1314835200;98415;99.0191271938;96.9232543988;98.5623706013;1926011.25;98.5623706013
1314748800;95.6114978063;98.0842456013;95.0039978063;98.0842456013;2222988.75;98.0842456013
1314662400;95.2110021938;95.6722521938;94.24125;95.0039978063;1701686.25;95.0039978063
1314576000;93.5864978063;94.764375;92.9463793988;94.44375;1078841.25;94.44375
1314316800;93.7158728063;93.7935021938;90.3498761025;92.086875;1811846.25;92.086875
1314230400;95.3358728063;95.3763793988;92.7585021938;93.3648706013;1685283.75;93.3648706013
1314144000;93.8328771938;94.8048706013;92.4907543988;94.1523706013;1530056.25;94.1523706013
1314057600;94.3503771938;95.4011206013;92.0632488975;93.1477478063;1954057.5;93.1477478063
1313971200;91.0203771938;94.404375;90.9157488975;93.3063793988;1910227.5;93.3063793988
1313712000;93.25125;93.29625;90.16875;91.5963738975;3697605;91.5963738975
1313625600;96.890625;97.2472521938;91.8719988975;93.5741271938;2878391.25;93.5741271938
1313539200;97.1583728063;98.9471228063;96.2133728063;98.1922521938;1875802.5;98.1922521938
1313452800;97.4789978063;97.5858728063;95.5597521938;97.5858728063;2069685;97.5858728063
1313366400;98.184375;98.2282543988;96.5407543988;97.97625;1409040;97.97625
1313107200;93.4053771938;97.2821228063;90.5175;97.2821228063;3463762.5;97.2821228063
1313020800;92.3298706013;93.3041271938;87.3821228063;92.8057543988;5832843.75;92.8057543988
1312934400;97.1729956013;97.2675;89.2552478063;89.6175;5058765;89.6175
1312848000;95.9636206013;97.4339978063;91.1463738975;94.8251293988;5246325;94.8251293988
1312761600;98.1854956013;101.5964978063;95.1029956013;95.1682543988;4815247.5;95.1682543988
1312502400;95.3932543988;100.3578771938;95.2053771938;97.5510021938;5260421.25;97.5510021938
1312416000;103.6991271938;103.7216271938;97.723125;97.723125;4335435;97.723125
1312329600;101.6291271938;104.5946228063;100.7842456013;101.6741271938;3448608.75;101.6741271938
1312243200;103.9061206013;105.1042456013;102.5426293988;102.5426293988;4364707.5;102.5426293988
1312156800;109.27125;109.7133728063;104.8095043988;104.8297521938;3263388.75;104.8297521938
1311897600;107.3283728063;108.88875;106.8727478063;108.3453771938;2857567.5;108.3453771938
1311811200;107.3733728063;109.2082543988;107.0673706013;108.64125;2785612.5;108.64125
1311724800;109.8247521938;110.0497521938;107.6591271938;108.4871228063;2677747.5;108.4871228063
1311638400;111.3502478063;111.7158728063;109.7651293988;110.6257543988;2271656.25;110.6257543988
1311552000;112.5585021938;112.6079956013;110.5492456013;110.9947521938;2383785;110.9947521938
1311292800;113.6171228063;114.991875;112.6935021938;113.1671228063;4243173.75;113.1671228063
1311206400;110.2848706013;113.326875;108.568125;112.6979956013;4153916.25;112.6979956013
1311120000;107.3992456013;109.6245043988;107.2271228063;109.4939978063;3302718.75;109.4939978063
1311033600;105.699375;107.3328771938;105.5182543988;106.2427478063;2462028.75;106.2427478063
1310947200;106.2427478063;106.9998706013;104.9872521938;105.1627478063;2653931.25;105.1627478063
1310688000;107.4757543988;108.0798706013;106.3102478063;106.6972521938;3231753.75;106.6972521938
1310601600;107.589375;108.8820043988;107.2732543988;107.9842456013;2309478.75;107.9842456013
1310515200;107.1045043988;109.3466271938;106965;108.7526293988;3297701.25;108.7526293988
1310428800;107.4802478063;109.0158728063;104.3561206013;108.0382543988;5059822.5;108.0382543988
1310342400;111.0082543988;111.0408728063;107.8661206013;108.7942456013;3803321.25;108.7942456013
1310083200;115.1133728063;115.4373706013;111.6045043988;111.8047521938;3758186.25;111.8047521938
1309996800;115.1358728063;116.510625;113.88375;114.7072521938;2548170;114.7072521938
1309910400;115.7253771938;115.7467456013;113.9602478063;114.800625;2784723.75;114.800625
1309824000;117.4814978063;117.4871228063;115.9627478063;116.2136206013;2013030;116.2136206013
1309737600;118.3972521938;118.3972521938;117.3195043988;117765;1368045;117765
1309478400;116.5432543988;118.5389978063;116.1191271938;118035;2982915;118035
1309392000;114.8085021938;116.5488793988;114.6577478063;116.5488793988;2720733.75;116.5488793988
1309305600;112.516875;115.1426293988;112.4797521938;114.1154956013;2653233.75;114.1154956013
1309219200;111.3592456013;112.5225;110.5154956013;111.7878771938;2408535;111.7878771938
1309132800;110.1498706013;111.5786206013;109.783125;111.0622521938;1828935;111.0622521938
1308873600;113.1142456013;113.4641271938;109.8877478063;110.3928771938;2947646.25;110.3928771938
1308787200;114.4203771938;114.4271228063;111.493125;111.8542456013;2880540;111.8542456013
1308700800;115.2089978063;115.4745043988;114.4136206013;115.0447521938;1867916.25;115.0447521938
1308614400;113.383125;115.1223706013;113.3460021938;115.1088793988;2498985;115.1088793988
1308528000;112.8352478063;113.101875;111.5864978063;112.9286206013;2333587.5;112.9286206013
1308268800;110.9486206013;114.2932543988;110.2927478063;114.0210021938;5778281.25;114.0210021938
1308182400;111.1511206013;111.7001293988;110.3422521938;111.583125;2743965;111.583125
1308096000;113.8286206013;113.8286206013;111.5932543988;111.7473706013;2525827.5;111.7473706013
1308009600;112.4088793988;114.3708728063;112.4088793988;113.9917456013;2031412.5;113.9917456013
1307923200;112.0297521938;112.4988793988;111.4154956013;111.8947521938;1357233.75;111.8947521938
1307664000;113.664375;113.9613793988;111.4964978063;111.9464978063;2114797.5;111.9464978063
1307577600;113.3910021938;114.0952478063;112.719375;113.8691271938;1839543.75;113.8691271938
1307491200;114.0513793988;114.1661206013;113.068125;113.428125;1829486.25;113.428125
1307404800;114.3225;114.8276293988;113.9028771938;114.3911206013;1632453.75;114.3911206013
1307318400;115.6353771938;115.6511206013;113.8871228063;114.2741271938;1695116.25;114.2741271938
1307059200;115.7321228063;116.049375;113.99625;115.7141271938;2123415;115.7141271938
1306972800;115.3586206013;116.7210021938;114.9142456013;115.43625;1743378.75;115.43625
1306886400;118.1925;118.67625;116.0246228063;116.3171228063;2276606.25;116.3171228063
1306800000;116.1708728063;118.1317456013;116.15625;117855;2891475;117855
1306713600;115.1910021938;115.6241271938;115.0301293988;115.3979956013;883935;115.3979956013
1306454400;115.7591271938;116.6152478063;114.7916271938;115.4385021938;2021456.25;115.4385021938
1306368000;115.3372521938;116.42625;114.2876293988;114.7860021938;2419256.25;114.7860021938
1306281600;113.1097521938;115.2360021938;112.9792456013;114.9457543988;2391930;114.9457543988
1306195200;113.3639978063;114.4979956013;113.3370043988;113.8038793988;2048445;113.8038793988
1306108800;113.743125;113.878125;112.8442456013;113.4303771938;2483347.5;113.4303771938
1305849600;116.8796228063;117.5613793988;114.6476293988;115.0492456013;3169181.25;115.0492456013
1305763200;116.758125;117.23625;115.7242456013;116.7389978063;2126373.75;116.7389978063
1305676800;116.7896228063;116.85375;115.5307543988;116.3666271938;2037093.75;116.3666271938
1305590400;116.6242456013;117.3577478063;115.9436206013;115.9470043988;1999001.25;115.9470043988
1305504000;115.6522521938;116.8976293988;115.2573706013;116.5938793988;1878738.75;116.5938793988
1305244800;118.2611206013;118.8776293988;116.1202478063;116.510625;2583765;116.510625
1305158400;117.6716271938;117.9854956013;116.8188793988;117.9854956013;2113020;117.9854956013
1305072000;118.434375;119.1408728063;117.6907543988;118.479375;1740948.75;118.479375
1304985600;117.016875;118.1036206013;116.2935021938;117.8370043988;2505307.5;117.8370043988
1304899200;118.6526293988;118.6683728063;116.6411206013;116.9583728063;2558137.5;116.9583728063
1304640000;118.625625;119.5695043988;117.9179956013;119.368125;2908721.25;119.368125
1304553600;120.9296228063;121.0376293988;118.9597521938;119.5571228063;2422305;119.5571228063
1304467200;121.6439978063;122.4348706013;120.2276293988;120.5167456013;2227882.5;120.5167456013
1304380800;122.23125;122.2379956013;121.2277478063;121.7879956013;2074646.25;121.7879956013
1304294400;122.8207543988;122.9422521938;121.9702478063;122.3696228063;1568745;122.3696228063
1304035200;122.5046228063;122.7521228063;121.561875;122.3876293988;1578735;122.3876293988
1303948800;121.6113793988;122.5125;121.60125;122.2627478063;2049412.5;122.2627478063
1303862400;120.0723706013;121.1591271938;119.4682543988;120.8351293988;2187191.25;120.8351293988
1303776000;118.9676293988;120.3772521938;118.6526293988;119.8192456013;1909260;119.8192456013
1303344000;119.2927478063;119.6336206013;118.445625;119.0711206013;1983993.75;119.0711206013
1303257600;117.6907543988;118.9113793988;117.3746228063;118.5232543988;2701980;118.5232543988
1303171200;116.5004956013;117.3735021938;115.9458728063;116.735625;2359968.75;116.735625
1303084800;118.9664978063;118.9664978063;115.7523706013;116.3801293988;3930536.25;116.3801293988
1302825600;119.7810021938;119.7854956013;117.9528771938;118.7842456013;3665767.5;118.7842456013
1302739200;120.9127478063;120.9498706013;118.7786206013;119.5053771938;2938500;119.5053771938
1302652800;121.6642456013;122.2548706013;121.1354956013;121.3425;2474808.75;121.3425
1302566400;121.640625;122.4258728063;121.0072521938;121.325625;2472007.5;121.325625
1302480000;122.5822521938;123.2797521938;122.1761206013;122.3808728063;1764855;122.3808728063
1302220800;122.8117456013;123.1886206013;122.4596228063;122.7735021938;2070877.5;122.7735021938
1302134400;121.9139978063;122.9411206013;121.2570043988;122.0523706013;3090847.5;122.0523706013
1302048000;120.2220043988;122.4258728063;119.9103771938;122.0073706013;2715930;122.0073706013
1301961600;120.8508728063;120.9296228063;119.5267456013;120.1342456013;2505341.25;120.1342456013
1301875200;120.4897521938;121.6563793988;119.9441271938;121.0061206013;1946013.75;121.0061206013
1301616000;119.8935021938;120.7113793988;119.0317456013;120.7113793988;2388487.5;120.7113793988
1301529600;121.0027478063;121.3289978063;118.9226293988;118.985625;2789831.25;118.985625
1301443200;121.6901293988;121.8420043988;120.3660021938;120.7383728063;2267853.75;120.7383728063
1301356800;121.05;121.2536206013;119.9103771938;120.76875;2231786.25;120.76875
1301270400;120.6191271938;121.1175;120.1252478063;120.94875;1686881.25;120.94875
1301011200;121.2311206013;121.5123706013;120.4020043988;120.4920043988;1931343.75;120.4920043988
1300924800;118.6346228063;121.1175;118.3725;121.0004956013;2772843.75;121.0004956013
1300838400;118.6695043988;119.9126293988;118.2611206013;119.6775;2769918.75;119.6775
1300752000;119.0789978063;120.7608728063;118.6841271938;118.9811206013;3035857.5;118.9811206013
1300665600;117.8291271938;118.9620043988;117.2126293988;118.9620043988;2519741.25;118.9620043988
1300406400;116.8064978063;117.5467456013;115.4486206013;116.1945043988;4163265;116.1945043988
1300320000;114.5666271938;116.71875;113.461875;116.1629956013;0;116.1629956013
1300233600;116.6872521938;117.2497521938;113.3988793988;113.5417456013;4030256.25;113.5417456013
1300147200;115.3147521938;116.7401293988;113.360625;116.2091271938;5299638.75;116.2091271938
1300060800;116.8447521938;119.6741271938;116.600625;117.1788793988;5690385;117.1788793988
1299801600;116.3947521938;117.5939978063;116.0279956013;116.9820043988;2885388.75;116.9820043988
1299715200;117.5051293988;117.8921228063;116.4510021938;117.4004956013;2744088.75;117.4004956013
1299628800;119.188125;119.2770043988;118.0946228063;118.794375;4628531.25;118.794375
1299542400;118.4557543988;118.8978771938;117.1451293988;118.8978771938;2231032.5;118.8978771938
1299456000;117.8786206013;119.5188793988;117.196875;118.0766271938;2894861.25;118.0766271938
1299196800;119205;119.5560021938;117.7177478063;118.1103771938;2494822.5;118.1103771938
1299110400;120.1826293988;121.2963793988;118.2622521938;118.8776293988;2956781.25;118.8776293988
1299024000;120.1725;120.4976293988;118.9822521938;119.7427478063;2621407.5;119.7427478063
1298937600;122.6114978063;123.0716271938;120.4582543988;121.0713793988;2885265;121.0713793988
1298851200;121.8363793988;122.88375;120.7203771938;122.0714978063;2432430;122.0714978063
1298592000;120.40875;122.0467456013;120.0307543988;121.7553771938;2626447.5;121.7553771938
1298505600;118.8360021938;120.0892456013;118.6121228063;119.7854956013;2451825;119.7854956013
1298419200;120.4335021938;120.83625;119.3804956013;119.6257543988;2449451.25;119.6257543988
1298332800;120.6022521938;121.4201293988;119.2646228063;120.3963793988;2934978.75;120.3963793988
1298246400;124.3046228063;124.3158728063;121.4122521938;121.618125;2387655;121.618125
1297987200;125.2979956013;125.60625;123.31125;124.5161206013;3661391.25;124.5161206013
1297900800;124.3822521938;125.42625;123.73875;125.02125;2761177.5;125.02125
1297814400;122085;124.7861206013;122.07375;124.2877478063;3641028.75;124.2877478063
1297728000;120.9746228063;122.6204956013;120.5910021938;121.7947521938;2035350;121.7947521938
1297641600;122.0354956013;122.5597521938;120.7552478063;121.2153771938;2109273.75;121.2153771938
1297382400;121.1816271938;122.3504956013;119.8845043988;121.5404956013;2000508.75;121.5404956013
1297296000;122.3752478063;122.4596228063;120.2141271938;121.4088793988;3108195;121.4088793988
1297209600;123.1942456013;124.3563793988;122.7453771938;123.0254956013;2280161.25;123.0254956013
1297123200;122.8679956013;123.6611206013;122.2807543988;123.3573706013;2215878.75;123.3573706013
1297036800;122.1108728063;123.58125;121.3008728063;122.8792456013;3147671.25;122.8792456013
1296777600;122.3471228063;122.6958728063;121.1670043988;122.1153771938;2573741.25;122.1153771938
1296691200;123.5204956013;123.9648706013;121.0117456013;122.1828771938;4073490;122.1828771938
1296604800;123.7972521938;124.2483728063;122.8207543988;123.8647521938;2777501.25;123.8647521938
1296518400;122.4697521938;123.6048706013;121.2423706013;123.3888793988;3193683.75;123.3888793988
1296432000;120.8047521938;122.8342456013;119.2882543988;121.5675;2994525;121.5675
1296172800;121.7475;123.3123706013;120.5257543988;120.90375;3846813.75;120.90375
1296086400;119.7472521938;122.6171228063;119.0238793988;121.8228771938;3343016.25;121.8228771938
1296000000;120.54375;121.6383728063;120.0228771938;120.0453771938;2580491.25;120.0453771938
1295913600;121.9589978063;122.1232543988;119.5503771938;119.9745043988;3313125;119.9745043988
1295827200;122.0872521938;122.911875;120.2658728063;121.6732543988;2654696.25;121.6732543988
1295568000;119.9632543988;123.0479956013;119.930625;121.8273706013;4967190;121.8273706013
1295481600;118.6042456013;120.18375;118.299375;119.6651293988;4114575;119.6651293988
1295395200;119.2128771938;119.4525;118.0496228063;118.760625;3310155;118.760625
1295308800;116.0347521938;119.1588793988;115.9267456013;119.0632543988;3608392.5;119.0632543988
1295222400;116.1933728063;116.4926293988;115.261875;115.65;2330415;115.65
1294963200;116.3002478063;117.25875;115.306875;116.8323706013;3290152.5;116.8323706013
1294876800;113.6902478063;117.1147521938;113.5889978063;116.6714978063;5455541.25;116.6714978063
1294790400;108.0720043988;113.6947521938;107955;113.6385021938;4673576.25;113.6385021938
1294704000;106.5082543988;107.92125;105.8028771938;107.7986206013;3043327.5;107.7986206013
1294617600;106.7433728063;106.7827478063;105.6138793988;106.1752478063;3056771.25;106.1752478063
1294358400;108.9270043988;109.1182543988;106.8502478063;107.5578771938;3015933.75;107.5578771938
1294272000;110.2860021938;110.6167456013;108.8820043988;109.1553771938;2024988.75;109.1553771938
1294185600;111.121875;111.1770043988;107.9921228063;110.2657543988;2712386.25;110.2657543988
1294099200;111.324375;112.2097521938;110.2432543988;111.2445043988;2191770;111.2445043988
1294012800;111.3682543988;112.4279956013;110.818125;111.2433728063;1527502.5;111.2433728063
1293667200;112.3323706013;112.4741271938;110.9114978063;110.9148706013;1753177.5;110.9148706013
1293580800;111.7529956013;112.6338793988;111.3817456013;112.291875;1076096.25;112.291875
1293494400;111.5639978063;112.2626293988;110.95875;111.414375;940331.25;111.414375
1293408000;113.3729956013;113.5451293988;110.8575;111.36375;1481400;111.36375
1293062400;114.7758728063;114975;113.6283728063;113.7026293988;1365041.25;113.7026293988
1292976000;114.9164978063;115.3563793988;114.3652478063;114.564375;1755641.25;114.564375
1292889600;113.2976293988;115.1876293988;112.9241271938;114.7882543988;2112772.5;114.7882543988
1292803200;111.5504956013;113.146875;110.8248706013;112.4561206013;2775375;112.4561206013
1292544000;113.14125;113.146875;110.8136206013;111.3536206013;4272097.5;111.3536206013
1292457600;112.4279956013;113.1761206013;111.5966271938;112.6158728063;2167920;112.6158728063
1292371200;113.315625;113.4011206013;111.8767456013;112.6102478063;2554256.25;112.6102478063
1292284800;114.3517456013;114.5396228063;112.9320043988;114.3303771938;2071800;114.3303771938
1292198400;114.3652478063;114.9716271938;113.5541271938;114.2010021938;1871966.25;114.2010021938
1291939200;115.0267456013;115.0447521938;113.225625;113.8713793988;2142956.25;113.8713793988
1291852800;114.3866271938;115.0908728063;113.70375;114.586875;2713950;114.586875
1291766400;110.9891271938;114.3225;110.6358728063;113.3820043988;2207711.25;113.3820043988
1291680000;111195;112.8138793988;110.5458728063;111.6528771938;2866736.25;111.6528771938
1291593600;112.6788793988;112.8836206013;110.8473706013;111.2613793988;1907527.5;111.2613793988
1291334400;111.549375;112.9207543988;111.1826293988;112.6664978063;3165266.25;112.6664978063
1291248000;110.1195043988;112.348125;107.42625;111.9104956013;5060902.5;111.9104956013
1291161600;105.1222521938;109.3027478063;104.9782543988;108.8820043988;4303957.5;108.8820043988
1291075200;105.3247521938;105.7241271938;103.5382543988;104.2560021938;4354166.25;104.2560021938
1290988800;107.85375;108.8628771938;104.7678771938;104.9028771938;4009263.75;104.9028771938
1290729600;108.5557543988;108.5939978063;106.2292456013;107.4060021938;3807562.5;107.4060021938
1290643200;110.1476293988;110.1476293988;107.5061206013;109.3702478063;2407635;109.3702478063
1290556800;109.2026293988;110.1408728063;107.6366271938;109.6042456013;3199308.75;109.6042456013
1290470400;111.8621228063;111.8621228063;109.0327478063;109.0327478063;3971823.75;109.0327478063
1290384000;116.8739978063;116.9257543988;112.1433728063;112.4595043988;3047760;112.4595043988
